side,entry_time,exit_time,entry,exit,units,pnl,pips,reason
long,2025-08-04 01:22:06.042736+00:00,2025-08-04 02:52:06.042736+00:00,1.0473823185776903,1.048880401576506,61000,84.063062927765,13.780829988158196,tp
long,2025-08-04 10:07:06.042736+00:00,2025-08-04 10:22:06.042736+00:00,1.0479214071488232,1.0471735415815544,60000,-52.071934036128106,-8.678655672688016,sl
long,2025-08-04 11:07:06.042736+00:00,2025-08-04 11:52:06.042736+00:00,1.0472254908531018,1.046390990931863,53000,-50.58849582565913,-9.544999212388515,sl
long,2025-08-04 19:52:06.042736+00:00,2025-08-04 20:07:06.042736+00:00,1.047294233468492,1.047726344959662,58000,18.102466487863587,3.1211149117006185,tp
short,2025-08-05 04:52:06.042736+00:00,2025-08-05 05:37:06.042736+00:00,1.050508922998907,1.0501020665609566,70000,20.079950656532525,2.8685643795046465,tp
long,2025-08-05 07:37:06.042736+00:00,2025-08-05 07:52:06.042736+00:00,1.0491378884439413,1.048492034197644,69000,-52.84394299451105,-7.658542462972616,sl
long,2025-08-05 08:22:06.042736+00:00,2025-08-05 10:37:06.042736+00:00,1.0487176334238786,1.0498634425017062,66000,67.70339913661998,10.258090778275754,tp
short,2025-08-05 11:37:06.042736+00:00,2025-08-05 11:52:06.042736+00:00,1.0499941418324243,1.0508008475673896,55000,-50.968815423087015,-9.267057349652184,sl
long,2025-08-06 05:37:06.042736+00:00,2025-08-06 07:37:06.042736+00:00,1.0498517565754322,1.0504381916369696,65000,30.318278999933472,4.664350615374381,tp
short,2025-08-06 10:07:06.042736+00:00,2025-08-06 12:22:06.042736+00:00,1.0511616163595825,1.0501201660109762,57000,52.5226698705565,9.214503486062544,tp
long,2025-08-06 14:22:06.042736+00:00,2025-08-06 15:22:06.042736+00:00,1.0499532651715735,1.0506845877568902,52000,31.788774436469346,6.113225853167182,tp
short,2025-08-06 17:37:06.042736+00:00,2025-08-06 18:22:06.042736+00:00,1.0514904989579787,1.0506255427059876,56000,41.71755011150286,7.4495625199112245,tp
short,2025-08-07 01:37:06.042736+00:00,2025-08-07 03:07:06.042736+00:00,1.0514845402555857,1.0522130012670514,62000,-52.604582710875306,-8.484610114657308,sl
short,2025-08-07 04:37:06.042736+00:00,2025-08-07 05:52:06.042736+00:00,1.0536036192610616,1.0543515976180406,60000,-52.0787014187424,-8.679783569790398,sl
long,2025-08-07 13:22:06.042736+00:00,2025-08-07 14:52:06.042736+00:00,1.0541622176636913,1.0547775009197395,56000,27.735862338699462,4.9528325604820465,tp
short,2025-08-07 18:52:06.042736+00:00,2025-08-07 19:22:06.042736+00:00,1.0553324567380913,1.0545527796782501,60000,39.58062359046997,6.596770598411662,tp
short,2025-08-08 07:07:06.042736+00:00,2025-08-08 07:37:06.042736+00:00,1.0557322778165017,1.0565045039837508,58000,-51.74911770045046,-8.922261672491459,sl
short,2025-08-08 11:07:06.042736+00:00,2025-08-08 11:37:06.042736+00:00,1.0572371817572055,1.0562755143133913,61000,51.341714072666626,8.41667443814207,tp
short,2025-08-08 18:07:06.042736+00:00,2025-08-08 18:52:06.042736+00:00,1.0591403550164815,1.059929926377352,57000,-51.84556756962104,-9.095713608705445,sl
long,2025-08-11 00:07:06.042736+00:00,2025-08-11 00:22:06.042736+00:00,1.0575017012168326,1.0567733993414916,61000,-51.74641439580153,-8.483018753410086,sl
long,2025-08-11 00:37:06.042736+00:00,2025-08-11 01:07:06.042736+00:00,1.056782840171562,1.0559787736684532,55000,-50.82365767098535,-9.240665031088245,sl
long,2025-08-11 08:37:06.042736+00:00,2025-08-11 09:22:06.042736+00:00,1.0527173128910348,1.0520169007838402,63000,-51.68596275325442,-8.204121071945146,sl
long,2025-08-11 13:07:06.042736+00:00,2025-08-11 15:52:06.042736+00:00,1.0508028574414094,1.0519458276537734,51000,52.17148083056302,10.229702123639807,tp
short,2025-08-12 08:07:06.042736+00:00,2025-08-12 10:52:06.042736+00:00,1.0563825349305773,1.0570998025888267,61000,-51.07332715321467,-8.372676582494208,sl
short,2025-08-12 11:52:06.042736+00:00,2025-08-12 12:07:06.042736+00:00,1.0570263779203417,1.0576817581933355,67000,-51.95047829058681,-7.75380272993833,sl
long,2025-08-12 17:22:06.042736+00:00,2025-08-12 17:52:06.042736+00:00,1.057097417899456,1.056324095973832,56000,-50.02602783494797,-8.933219256240708,sl
long,2025-08-12 18:37:06.042736+00:00,2025-08-12 18:52:06.042736+00:00,1.0567274946865497,1.057164915567616,55000,17.45814845864329,3.1742088106624164,tp
short,2025-08-13 03:52:06.042736+00:00,2025-08-13 04:22:06.042736+00:00,1.0579232108238343,1.0586981014671817,56000,-50.11387602745148,-8.948906433473478,sl
short,2025-08-13 05:22:06.042736+00:00,2025-08-13 08:07:06.042736+00:00,1.0590131759580594,1.0597112317582593,62000,-50.719459612392654,-8.180558001998815,sl
short,2025-08-13 08:37:06.042736+00:00,2025-08-13 10:07:06.042736+00:00,1.0594377492588618,1.0601382717923211,61000,-50.05187454101812,-8.205225334593134,sl
short,2025-08-13 10:37:06.042736+00:00,2025-08-13 10:52:06.042736+00:00,1.0601346316954268,1.060815815170349,62000,-49.67337544518246,-8.011834749222977,sl
short,2025-08-14 02:07:06.042736+00:00,2025-08-14 04:52:06.042736+00:00,1.0638832291389813,1.0627578628168473,58000,58.31124668377215,10.053663221340027,tp
long,2025-08-14 06:52:06.042736+00:00,2025-08-14 07:52:06.042736+00:00,1.0628625828330445,1.0620810540509098,54000,-48.68255423527198,-9.01528782134666,sl
long,2025-08-14 09:52:06.042736+00:00,2025-08-14 10:07:06.042736+00:00,1.0618042432464185,1.0624947716764228,59000,33.6611773702524,5.70528430004278,tp
short,2025-08-14 20:07:06.042736+00:00,2025-08-14 20:52:06.042736+00:00,1.0627977440720464,1.0634180603447094,69000,-51.08182281374789,-7.403162726630129,sl
long,2025-08-15 04:22:06.042736+00:00,2025-08-15 05:07:06.042736+00:00,1.0618903919795941,1.062632481198857,53000,32.97072862093301,6.220892192628869,tp
long,2025-08-15 09:52:06.042736+00:00,2025-08-15 10:52:06.042736+00:00,1.0622093804443464,1.0629497392215144,54000,33.499373967068635,6.203587771679376,tp
long,2025-08-15 15:52:06.042736+00:00,2025-08-15 19:37:06.042736+00:00,1.0608692829324486,1.0621380308695856,62000,71.22237210249017,11.487479371369382,tp
long,2025-08-18 03:22:06.042736+00:00,2025-08-18 05:52:06.042736+00:00,1.054390967731182,1.0550363521140889,63000,33.09921612313117,5.2538438290684395,tp
short,2025-08-18 07:37:06.042736+00:00,2025-08-18 09:07:06.042736+00:00,1.0556404894498543,1.0547591545860213,80000,60.90678910664132,7.613348638330165,tp
long,2025-08-18 11:52:06.042736+00:00,2025-08-18 19:37:06.042736+00:00,1.0527343054734954,1.0546245313572793,73000,129.22648951622085,17.70225883783847,tp
short,2025-08-18 20:07:06.042736+00:00,2025-08-18 21:07:06.042736+00:00,1.054299450316613,1.0550166404170718,61000,-51.068596127985984,-8.371901004587865,sl
long,2025-08-19 02:07:06.042736+00:00,2025-08-19 03:07:06.042736+00:00,1.0542269220245784,1.0542703476154542,66000,-5.0539110021912865,-0.765744091241104,tp
short,2025-08-19 03:52:06.042736+00:00,2025-08-19 04:37:06.042736+00:00,1.055188970888664,1.0559250553080424,59000,-50.50898074332835,-8.560844193784465,sl
short,2025-08-19 05:07:06.042736+00:00,2025-08-19 06:37:06.042736+00:00,1.0557415344512462,1.0546391650364013,57000,55.995056646157735,9.823694148448727,tp
long,2025-08-19 10:22:06.042736+00:00,2025-08-19 10:37:06.042736+00:00,1.0542685537923886,1.0550759969633208,63000,43.308919768727094,6.874431709321761,tp
long,2025-08-20 07:52:06.042736+00:00,2025-08-20 08:22:06.042736+00:00,1.060249322927738,1.0606267035989732,59000,15.185459602867963,2.5738067123505024,tp
long,2025-08-20 08:22:06.042736+00:00,2025-08-20 08:37:06.042736+00:00,1.060034979446586,1.0605161659361295,59000,21.31000288306881,3.6118648954353914,tp
long,2025-08-20 17:22:06.042736+00:00,2025-08-20 18:52:06.042736+00:00,1.0597886906292913,1.0604186692066881,59000,30.088736066416132,5.0997857739688355,tp
short,2025-08-20 21:22:06.042736+00:00,2025-08-20 22:07:06.042736+00:00,1.0600660667420232,1.0600470649750144,57000,-5.7568992805010915,-1.0099823299124722,tp
short,2025-08-21 00:07:06.042736+00:00,2025-08-21 00:22:06.042736+00:00,1.0607761793686223,1.0603104166311328,62000,21.437289724352105,3.457627374895501,tp
short,2025-08-21 03:52:06.042736+00:00,2025-08-21 04:52:06.042736+00:00,1.0609884455578031,1.0604935542047298,65000,24.367937949767462,3.7489135307334562,tp
long,2025-08-21 07:22:06.042736+00:00,2025-08-21 08:07:06.042736+00:00,1.059439532857391,1.0586827745630976,59000,-51.72873936330682,-8.767582942933359,sl
long,2025-08-21 09:07:06.042736+00:00,2025-08-21 12:52:06.042736+00:00,1.0581626795158237,1.05740916373176,59000,-51.537431259757426,-8.735157840636852,sl
short,2025-08-22 01:37:06.042736+00:00,2025-08-22 01:52:06.042736+00:00,1.05687844046299,1.0561563486986594,60000,36.125505859841404,6.020917643306901,tp
long,2025-08-22 04:07:06.042736+00:00,2025-08-22 04:37:06.042736+00:00,1.0551064659375344,1.0561494073137894,59000,54.4535411990412,9.229413762549356,tp
short,2025-08-22 13:22:06.042736+00:00,2025-08-22 13:52:06.042736+00:00,1.0560033852993924,1.0567188624652826,62000,-51.799584285189596,-8.354771658901548,sl
short,2025-08-22 14:37:06.042736+00:00,2025-08-22 16:07:06.042736+00:00,1.0565394139029283,1.0572902024154371,59000,-51.376522238023384,-8.707885125088708,sl
short,2025-08-25 03:22:06.042736+00:00,2025-08-25 03:52:06.042736+00:00,1.0553205645627346,1.054844895499099,59000,20.984474754500916,3.5566906363560866,tp
long,2025-08-25 11:37:06.042736+00:00,2025-08-25 14:07:06.042736+00:00,1.0529844117074416,1.0537457443061373,62000,39.76262111913387,6.413325986957076,tp
short,2025-08-25 15:37:06.042736+00:00,2025-08-25 20:07:06.042736+00:00,1.054885299714032,1.0536061444882965,56000,64.9126926411952,11.591552257356287,tp
long,2025-08-25 20:52:06.042736+00:00,2025-08-25 21:37:06.042736+00:00,1.0530443337247488,1.0523879342964333,68000,-52.79516112545562,-7.763994283155239,sl
long,2025-08-26 04:07:06.042736+00:00,2025-08-26 04:22:06.042736+00:00,1.0525516115951334,1.0527714189514654,57000,5.689019310922873,0.9980735633198023,tp
long,2025-08-26 05:37:06.042736+00:00,2025-08-26 07:07:06.042736+00:00,1.0523248663560145,1.0515511449936579,57000,-50.94211765432904,-8.937213623566496,sl
long,2025-08-26 09:37:06.042736+00:00,2025-08-26 10:37:06.042736+00:00,1.048404433508444,1.0475676582761604,53000,-50.70908731102749,-9.567752322835375,sl
long,2025-08-26 15:22:06.042736+00:00,2025-08-26 17:52:06.042736+00:00,1.0467676706261826,1.045987780303994,56000,-50.39385804255619,-8.998903221885033,sl
long,2025-08-27 07:22:06.042736+00:00,2025-08-27 07:37:06.042736+00:00,1.0454939933118246,1.045774965530371,69000,11.107083079701164,1.6097221854639365,tp
short,2025-08-27 08:52:06.042736+00:00,2025-08-27 09:07:06.042736+00:00,1.0468335779801063,1.0474608530358487,70000,-52.30925390196365,-7.472750557423379,sl
short,2025-08-27 09:37:06.042736+00:00,2025-08-27 11:37:06.042736+00:00,1.0474895347679725,1.0462007268309774,69000,80.64774765265776,11.688079369950401,tp
short,2025-08-27 13:52:06.042736+00:00,2025-08-27 14:07:06.042736+00:00,1.0478530325993924,1.0471411465643692,64000,37.88070624148845,5.91886035023257,tp
long,2025-08-28 00:37:06.042736+00:00,2025-08-28 01:07:06.042736+00:00,1.044985134800523,1.0454255910620396,70000,22.431938306159488,3.2045626151656412,tp
long,2025-08-28 04:22:06.042736+00:00,2025-08-28 04:52:06.042736+00:00,1.043844035120901,1.043247492467456,74000,-53.02415635493807,-7.165426534451091,sl
long,2025-08-28 05:22:06.042736+00:00,2025-08-28 06:07:06.042736+00:00,1.0437639393772349,1.043051579096001,62000,-51.60633743649445,-8.323602812337814,sl
long,2025-08-28 09:07:06.042736+00:00,2025-08-28 10:22:06.042736+00:00,1.0418510503037717,1.042999846317742,57000,58.64137279630262,10.287960139702214,tp
short,2025-08-29 02:37:06.042736+00:00,2025-08-29 02:52:06.042736+00:00,1.0413610223649248,1.0406482699527104,56000,33.19413508400399,5.927524122143569,tp
short,2025-08-29 07:37:06.042736+00:00,2025-08-29 09:37:06.042736+00:00,1.0424978785016863,1.0431728573879442,65000,-51.67362760676305,-7.949788862578932,sl
long,2025-08-29 13:52:06.042736+00:00,2025-08-29 15:07:06.042736+00:00,1.0415862625776415,1.0409261602075153,66000,-51.48675642833308,-7.801023701262587,sl
long,2025-08-29 18:37:06.042736+00:00,2025-08-29 19:22:06.042736+00:00,1.0408644217187075,1.0400391477546946,53000,-50.099520092682894,-9.452739640128847,sl
short,2025-08-31 23:07:06.042736+00:00,2025-09-01 00:52:06.042736+00:00,1.0506816733053,1.0513726182028575,63000,-51.08952854612946,-8.109448975576104,sl
short,2025-09-01 02:37:06.042736+00:00,2025-09-01 03:52:06.042736+00:00,1.051567175925881,1.050813709795516,67000,42.44223073445346,6.33466130364977,tp
short,2025-09-01 09:52:06.042736+00:00,2025-09-01 11:22:06.042736+00:00,1.0511855708998628,1.0508752555839889,57000,10.847973004811617,1.9031531587388806,tp
short,2025-09-01 13:37:06.042736+00:00,2025-09-01 13:52:06.042736+00:00,1.0515336344138875,1.0513119249668208,56000,5.695729035733847,1.0170944706667584,tp
long,2025-09-01 20:22:06.042736+00:00,2025-09-01 20:37:06.042736+00:00,1.0506393954023214,1.0508490046213985,54000,4.838897830162821,0.896092190770893,tp
short,2025-09-02 04:07:06.042736+00:00,2025-09-02 04:37:06.042736+00:00,1.0525699941785032,1.0518981457645555,58000,32.00720800896247,5.518484139476288,tp
long,2025-09-02 08:07:06.042736+00:00,2025-09-02 08:22:06.042736+00:00,1.0499746336255082,1.0492344941628806,59000,-50.74822829503025,-8.601394626276313,sl
long,2025-09-02 09:07:06.042736+00:00,2025-09-02 10:22:06.042736+00:00,1.049100470662074,1.0483845707007458,60000,-50.153997679688885,-8.35899961328148,sl
long,2025-09-02 17:22:06.042736+00:00,2025-09-02 18:22:06.042736+00:00,1.0475165368242247,1.04855265694845,66000,60.46392819886785,9.161201242252705,tp
